INFO 2025-10-05 21:47:43,163 autoreload 24960 16548 Watching for file changes with StatReloader
WARNING 2025-10-06 23:18:01,968 log 28600 30028 Bad Request: /api/auth/signup/
WARNING 2025-10-06 23:18:01,968 basehttp 28600 30028 "POST /api/auth/signup/ HTTP/1.1" 400 143
WARNING 2025-10-06 23:18:49,246 log 28600 30028 Bad Request: /api/auth/signup/
WARNING 2025-10-06 23:18:49,247 basehttp 28600 30028 "POST /api/auth/signup/ HTTP/1.1" 400 48
WARNING 2025-10-06 23:20:21,688 log 28600 30028 Bad Request: /api/auth/signup/
WARNING 2025-10-06 23:20:21,689 basehttp 28600 30028 "POST /api/auth/signup/ HTTP/1.1" 400 46
INFO 2025-10-06 23:20:33,178 basehttp 28600 30028 "POST /api/auth/signup/ HTTP/1.1" 201 104
WARNING 2025-10-06 23:24:29,410 log 28600 32112 Bad Request: /api/auth/signup/
WARNING 2025-10-06 23:24:29,411 basehttp 28600 32112 "POST /api/auth/signup/ HTTP/1.1" 400 91
WARNING 2025-10-06 23:25:41,276 log 28600 32112 Bad Request: /api/auth/signup/
WARNING 2025-10-06 23:25:41,277 basehttp 28600 32112 "POST /api/auth/signup/ HTTP/1.1" 400 91
INFO 2025-10-06 23:26:57,221 basehttp 28600 32112 - Broken pipe from ('127.0.0.1', 54961)
INFO 2025-10-06 23:27:55,315 basehttp 28600 33656 "POST /api/auth/login/ HTTP/1.1" 200 577
WARNING 2025-10-06 23:30:21,546 log 28600 30932 Unauthorized: /api/my-bookings/
WARNING 2025-10-06 23:30:21,547 basehttp 28600 30932 "GET /api/my-bookings/ HTTP/1.1" 401 58
INFO 2025-10-06 23:32:22,554 basehttp 28600 31420 "GET /?format=openapi HTTP/1.1" 200 14152
INFO 2025-10-06 23:32:32,495 basehttp 28600 31420 "GET /api/my-bookings/ HTTP/1.1" 200 52
WARNING 2025-10-06 23:34:19,133 log 28600 31420 Bad Request: /api/shows/1/book/
WARNING 2025-10-06 23:34:19,134 basehttp 28600 31420 "POST /api/shows/1/book/ HTTP/1.1" 400 44
INFO 2025-10-06 23:38:13,514 basehttp 28600 34336 "GET /api/movies/ HTTP/1.1" 200 559
INFO 2025-10-06 23:38:20,181 basehttp 28600 34336 "GET /api/movies/1/shows/ HTTP/1.1" 200 52
WARNING 2025-10-06 23:38:28,172 log 28600 34336 Not Found: /api/shows/<show_id>/book/
WARNING 2025-10-06 23:38:28,172 basehttp 28600 34336 "POST /api/shows/%3Cshow_id%3E/book/ HTTP/1.1" 404 3876
WARNING 2025-10-06 23:38:44,021 log 28600 34336 Not Found: /api/shows/<show_id>/book/
WARNING 2025-10-06 23:38:44,022 basehttp 28600 34336 "POST /api/shows/%3Cshow_id%3E/book/ HTTP/1.1" 404 3876
INFO 2025-10-06 23:38:51,032 basehttp 28600 32596 "GET / HTTP/1.1" 200 1642
INFO 2025-10-06 23:38:53,292 basehttp 28600 34336 "GET /api/my-bookings/ HTTP/1.1" 200 52
WARNING 2025-10-06 23:38:59,163 log 28600 34336 Not Found: /api/bookings/<booking_id>/cancel/
WARNING 2025-10-06 23:38:59,164 basehttp 28600 34336 "POST /api/bookings/%3Cbooking_id%3E/cancel/ HTTP/1.1" 404 3900
INFO 2025-10-06 23:41:05,845 basehttp 28600 32656 "GET /api/movies/ HTTP/1.1" 200 559
